dataset,test_length,hard_alert_count,hard_tp,hard_fp,hard_fn,hard_precision,hard_recall,hard_f1,standard_review_count,standard_review_tp,standard_review_fp,priority_review_count,priority_review_tp,priority_review_fp,combined_f1
EOGVerticalSignal_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Earthquakes_normal_0,350,0,0,0,7,0.0,0.0,0.0,4,0,4,0,0,0,0.0
Earthquakes_normal_1,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
ElectricDevices_normal_1,1400,17,17,0,11,1.0,0.6071428571428571,0.7555555555555555,0,0,0,0,0,0,0.7555555555555555
ElectricDevices_normal_2,4250,46,43,3,42,0.9347826086956522,0.5058823529411764,0.6564885496183206,7,5,2,0,0,0,0.6956521739130435
ElectricDevices_normal_3,1600,18,18,0,14,1.0,0.5625,0.72,0,0,0,0,0,0,0.72
ElectricDevices_normal_4,2650,7,7,0,46,1.0,0.1320754716981132,0.23333333333333334,7,6,1,0,0,0,0.3880597014925373
ElectricDevices_normal_5,4350,2,2,0,85,1.0,0.022988505747126436,0.0449438202247191,3,3,0,0,0,0,0.10869565217391304
ElectricDevices_normal_6,1250,12,11,1,14,0.9166666666666666,0.44,0.5945945945945946,0,0,0,0,0,0,0.5945945945945946
ElectricDevices_normal_7,1300,8,8,0,18,1.0,0.3076923076923077,0.47058823529411764,3,3,0,0,0,0,0.5945945945945946
EthanolLevel_normal_1,250,1,0,1,5,0.0,0.0,0.0,1,0,1,0,0,0,0.0
EthanolLevel_normal_2,250,1,0,1,5,0.0,0.0,0.0,3,0,3,0,0,0,0.0
EthanolLevel_normal_3,250,1,0,1,5,0.0,0.0,0.0,2,0,2,0,0,0,0.0
EthanolLevel_normal_4,250,1,0,1,5,0.0,0.0,0.0,3,0,3,0,0,0,0.0
FaceAll_normal_1,100,2,2,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FaceAll_normal_10,100,0,0,0,2,0.0,0.0,0.0,3,2,1,0,0,0,0.8
FaceAll_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FaceAll_normal_12,100,1,1,0,1,1.0,0.5,0.6666666666666666,1,1,0,0,0,0,1.0
FaceAll_normal_13,300,3,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,1,1,0,0,0,0,0.6
FaceAll_normal_14,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
FaceAll_normal_2,150,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FaceAll_normal_3,150,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FaceAll_normal_4,150,2,1,1,2,0.5,0.3333333333333333,0.4,0,0,0,0,0,0,0.4
FaceAll_normal_5,150,2,2,0,1,1.0,0.6666666666666666,0.8,0,0,0,0,0,0,0.8
FaceAll_normal_6,150,2,2,0,1,1.0,0.6666666666666666,0.8,0,0,0,0,0,0,0.8
FaceAll_normal_7,150,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FaceAll_normal_8,250,3,3,0,2,1.0,0.6,0.75,1,0,1,0,0,0,0.6666666666666666
FaceAll_normal_9,100,2,2,0,0,1.0,1.0,1.0,1,0,1,0,0,0,0.8
FaceFour_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FaceFour_normal_2,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
FaceFour_normal_3,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
FaceFour_normal_4,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
FacesUCR_normal_1,100,2,2,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FacesUCR_normal_10,100,2,2,0,0,1.0,1.0,1.0,1,0,1,0,0,0,0.8
FacesUCR_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FacesUCR_normal_12,100,2,2,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FacesUCR_normal_13,300,0,0,0,6,0.0,0.0,0.0,4,4,0,1,1,0,0.9090909090909091
FacesUCR_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FacesUCR_normal_2,150,2,2,0,1,1.0,0.6666666666666666,0.8,0,0,0,0,0,0,0.8
FacesUCR_normal_3,150,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FacesUCR_normal_4,150,1,1,0,2,1.0,0.3333333333333333,0.5,1,0,1,0,0,0,0.4
FacesUCR_normal_5,150,1,1,0,2,1.0,0.3333333333333333,0.5,1,1,0,0,0,0,0.8
FacesUCR_normal_6,150,2,2,0,1,1.0,0.6666666666666666,0.8,1,0,1,0,0,0,0.6666666666666666
FacesUCR_normal_7,150,2,2,0,1,1.0,0.6666666666666666,0.8,1,0,1,0,0,0,0.6666666666666666
FacesUCR_normal_8,250,3,3,0,2,1.0,0.6,0.75,3,1,2,0,0,0,0.7272727272727273
FacesUCR_normal_9,100,2,2,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_1,100,2,1,1,1,0.5,0.5,0.5,0,0,0,0,0,0,0.5
FiftyWords_normal_10,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
FiftyWords_normal_11,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
FiftyWords_normal_12,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
FiftyWords_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_14,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
FiftyWords_normal_15,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_16,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
FiftyWords_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_19,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
FiftyWords_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_20,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_21,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
FiftyWords_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_23,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_24,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_25,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_26,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_27,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_28,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_29,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_3,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
FiftyWords_normal_30,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_31,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_32,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_33,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_34,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_35,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_36,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_37,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_38,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_39,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_40,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_41,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
FiftyWords_normal_42,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_43,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_44,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_45,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_46,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_47,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_48,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_49,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_50,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_6,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
FiftyWords_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
FiftyWords_normal_8,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
FiftyWords_normal_9,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Fish_normal_1,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Fish_normal_2,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Fish_normal_3,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Fish_normal_4,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Fish_normal_5,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
Fish_normal_6,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Fish_normal_7,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
FordA_normal_-1,2550,5,0,5,51,0.0,0.0,0.0,3,0,3,0,0,0,0.0
FordA_normal_1,2400,9,7,2,41,0.7777777777777778,0.14583333333333334,0.24561403508771928,6,3,3,0,0,0,0.31746031746031744
FordB_normal_-1,2300,2,0,2,46,0.0,0.0,0.0,1,0,1,0,0,0,0.0
FordB_normal_1,2200,16,12,4,32,0.75,0.2727272727272727,0.4,2,2,0,0,0,0,0.45161290322580644
FreezerRegularTrain_normal_1,1500,14,10,4,20,0.7142857142857143,0.3333333333333333,0.45454545454545453,0,0,0,0,0,0,0.45454545454545453
FreezerRegularTrain_normal_2,1500,3,1,2,29,0.3333333333333333,0.03333333333333333,0.06060606060606061,10,3,7,0,0,0,0.18604651162790697
FreezerSmallTrain_normal_1,1450,18,13,5,16,0.7222222222222222,0.4482758620689655,0.5531914893617021,1,0,1,0,0,0,0.5416666666666666
FreezerSmallTrain_normal_2,1450,3,2,1,27,0.6666666666666666,0.06896551724137931,0.125,9,7,2,0,0,0,0.43902439024390244
Fungi_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_15,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_16,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Fungi_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_13,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
GestureMidAirD1_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_15,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
GestureMidAirD1_normal_16,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
GestureMidAirD1_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_19,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_20,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_21,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_23,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_24,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_25,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_26,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD1_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_1,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
GestureMidAirD2_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_11,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
GestureMidAirD2_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_15,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
GestureMidAirD2_normal_16,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_18,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
GestureMidAirD2_normal_19,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_20,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_21,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_23,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_24,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_25,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_26,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_5,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
GestureMidAirD2_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD2_normal_9,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
GestureMidAirD3_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_13,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
GestureMidAirD3_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_15,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
GestureMidAirD3_normal_16,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_17,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
GestureMidAirD3_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_19,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_20,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
GestureMidAirD3_normal_21,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_23,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
GestureMidAirD3_normal_24,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
GestureMidAirD3_normal_25,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
GestureMidAirD3_normal_26,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
GestureMidAirD3_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_4,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
GestureMidAirD3_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GestureMidAirD3_normal_6,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
GestureMidAirD3_normal_7,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
GestureMidAirD3_normal_8,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
GestureMidAirD3_normal_9,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
GesturePebbleZ1_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GesturePebbleZ1_normal_2,50,0,0,0,1,0.0,0.0,0.0,1,0,1,1,1,0,0.6666666666666666
GesturePebbleZ1_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GesturePebbleZ1_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GesturePebbleZ1_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GesturePebbleZ1_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GesturePebbleZ2_normal_1,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
GesturePebbleZ2_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GesturePebbleZ2_normal_3,50,0,0,0,1,0.0,0.0,0.0,1,0,1,1,1,0,0.6666666666666666
GesturePebbleZ2_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GesturePebbleZ2_normal_5,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
GesturePebbleZ2_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GunPointAgeSpan_normal_1,200,1,1,0,3,1.0,0.25,0.4,2,1,1,0,0,0,0.5714285714285714
GunPointAgeSpan_normal_2,200,1,1,0,3,1.0,0.25,0.4,3,3,0,0,0,0,1.0
GunPointMaleVersusFemale_normal_1,200,3,1,2,3,0.3333333333333333,0.25,0.2857142857142857,0,0,0,0,0,0,0.2857142857142857
GunPointMaleVersusFemale_normal_2,200,3,2,1,2,0.6666666666666666,0.5,0.5714285714285714,1,0,1,0,0,0,0.5
GunPointOldVersusYoung_normal_1,200,3,2,1,2,0.6666666666666666,0.5,0.5714285714285714,0,0,0,0,0,0,0.5714285714285714
GunPointOldVersusYoung_normal_2,200,2,1,1,3,0.5,0.25,0.3333333333333333,0,0,0,0,0,0,0.3333333333333333
GunPoint_normal_1,100,2,2,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
GunPoint_normal_2,100,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
Ham_normal_1,100,0,0,0,2,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Ham_normal_2,100,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
HandOutlines_normal_0,500,0,0,0,10,0.0,0.0,0.0,7,0,7,0,0,0,0.0
